entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-01-05,2016-01-06,long,SPY,171.72,169.55,-0.010741,daily_rebalance,
2016-01-06,2016-01-07,long,SPY,169.55,165.48,-0.020404,daily_rebalance,
2016-01-07,2016-01-08,long,SPY,165.48,163.67,-0.009297,daily_rebalance,
2016-01-08,2016-01-11,long,SPY,163.67,163.83,0.000831,daily_rebalance,
2016-01-11,2016-01-12,long,SPY,163.83,165.15,0.006849,daily_rebalance,
2016-01-12,2016-01-13,long,SPY,165.15,161.03,-0.021205,daily_rebalance,
2016-01-13,2016-01-14,long,SPY,161.03,163.68,0.013988,daily_rebalance,
2016-01-14,2016-01-15,long,SPY,163.68,160.16,-0.01828,daily_rebalance,
2016-01-15,2016-01-19,long,SPY,160.16,160.38,0.001168,daily_rebalance,
2016-01-19,2016-01-20,long,SPY,160.38,158.32,-0.010918,daily_rebalance,
2016-01-20,2016-01-21,long,SPY,158.32,159.21,0.004778,daily_rebalance,
2016-01-21,2016-01-22,long,SPY,159.21,162.47,0.017405,daily_rebalance,
2016-01-22,2016-01-25,long,SPY,162.47,160.02,-0.012818,daily_rebalance,
2016-01-25,2016-01-26,long,SPY,160.02,162.2,0.01158,daily_rebalance,
2016-01-26,2016-01-27,long,SPY,162.2,160.43,-0.009276,daily_rebalance,
2016-01-27,2016-01-28,long,SPY,160.43,161.27,0.004451,daily_rebalance,
2016-01-28,2016-01-29,long,SPY,161.27,165.2,0.020714,daily_rebalance,
2016-01-29,2016-02-01,long,SPY,165.2,165.14,-0.000309,daily_rebalance,
2016-02-01,2016-02-02,long,SPY,165.14,162.17,-0.015287,daily_rebalance,
2016-02-02,2016-02-03,long,SPY,162.17,163.14,0.005084,daily_rebalance,
2016-02-03,2016-02-04,long,SPY,163.14,163.39,0.001303,daily_rebalance,
2016-02-04,2016-02-05,long,SPY,163.39,160.28,-0.016179,daily_rebalance,
2016-02-05,2016-02-08,long,SPY,160.28,158.12,-0.011455,daily_rebalance,
2016-02-08,2016-02-09,long,SPY,158.12,158.13,5.4e-05,daily_rebalance,
2016-02-09,2016-02-10,long,SPY,158.13,158.0,-0.000699,daily_rebalance,
2016-02-10,2016-02-11,long,SPY,158.0,155.94,-0.011082,daily_rebalance,
2016-02-11,2016-02-12,long,SPY,155.94,159.16,0.017552,daily_rebalance,
2016-02-12,2016-02-16,long,SPY,159.16,161.84,0.014313,daily_rebalance,
2016-02-16,2016-02-17,long,SPY,161.84,164.49,0.013918,daily_rebalance,
2016-02-17,2016-02-18,long,SPY,164.49,163.81,-0.003514,daily_rebalance,
2016-02-18,2016-02-19,long,SPY,163.81,163.74,-0.000363,daily_rebalance,
2016-02-19,2016-02-22,long,SPY,163.74,166.11,0.012303,daily_rebalance,
2016-02-22,2016-02-23,long,SPY,166.11,164.01,-0.010746,daily_rebalance,
2016-02-23,2016-02-24,long,SPY,164.01,164.76,0.003887,daily_rebalance,
2016-02-24,2016-02-25,long,SPY,164.76,166.75,0.010266,daily_rebalance,
2016-02-25,2016-02-26,long,SPY,166.75,166.37,-0.001937,daily_rebalance,
2016-02-26,2016-02-29,long,SPY,166.37,164.89,-0.007561,daily_rebalance,
2016-02-29,2016-03-01,long,SPY,164.89,168.95,0.020929,daily_rebalance,
2016-03-01,2016-03-02,long,SPY,168.95,169.7,0.003773,daily_rebalance,
2016-03-02,2016-03-03,long,SPY,169.7,170.37,0.003356,daily_rebalance,
2016-03-03,2016-03-04,long,SPY,170.37,170.92,0.002744,daily_rebalance,
2016-03-04,2016-03-07,long,SPY,170.92,171.06,0.000696,daily_rebalance,
2016-03-07,2016-03-08,long,SPY,171.06,169.19,-0.009292,daily_rebalance,
2016-03-08,2016-03-09,long,SPY,169.19,170.03,0.00422,daily_rebalance,
2016-03-09,2016-03-10,long,SPY,170.03,170.17,0.0007,daily_rebalance,
2016-03-10,2016-03-11,long,SPY,170.17,172.91,0.013686,daily_rebalance,
2016-03-11,2016-03-14,long,SPY,172.91,172.69,-0.001081,daily_rebalance,
2016-03-14,2016-03-15,long,SPY,172.69,172.41,-0.001378,daily_rebalance,
2016-03-15,2016-03-16,long,SPY,172.41,173.41,0.00493,daily_rebalance,
2016-03-16,2016-03-17,long,SPY,173.41,174.51,0.005392,daily_rebalance,
2016-03-17,2016-03-18,long,SPY,174.51,174.29,-0.001072,daily_rebalance,
2016-03-18,2016-03-21,long,SPY,174.29,174.54,0.001219,daily_rebalance,
2016-03-21,2016-03-22,long,SPY,174.54,174.45,-0.000438,daily_rebalance,
2016-03-22,2016-03-23,long,SPY,174.45,173.29,-0.005652,daily_rebalance,
2016-03-23,2016-03-24,long,SPY,173.29,173.22,-0.000343,daily_rebalance,
2016-03-24,2016-03-28,long,SPY,173.22,173.32,0.000491,daily_rebalance,
2016-03-28,2016-03-29,long,SPY,173.32,174.92,0.007847,daily_rebalance,
2016-03-29,2016-03-30,long,SPY,174.92,175.69,0.003742,daily_rebalance,
2016-03-30,2016-03-31,long,SPY,175.69,175.26,-0.00208,daily_rebalance,
2016-03-31,2016-04-01,long,SPY,175.26,176.46,0.00582,daily_rebalance,
2016-04-01,2016-04-04,long,SPY,176.46,175.89,-0.002746,daily_rebalance,
2016-04-04,2016-04-05,long,SPY,175.89,174.13,-0.008505,daily_rebalance,
2016-04-05,2016-04-06,long,SPY,174.13,176.03,0.009275,daily_rebalance,
2016-04-06,2016-04-07,long,SPY,176.03,173.93,-0.01014,daily_rebalance,
2016-04-07,2016-04-08,long,SPY,173.93,174.39,0.002248,daily_rebalance,
2016-04-08,2016-04-11,long,SPY,174.39,173.99,-0.00195,daily_rebalance,
2016-04-11,2016-04-12,long,SPY,173.99,175.61,0.007914,daily_rebalance,
2016-04-12,2016-04-13,long,SPY,175.61,177.38,0.008567,daily_rebalance,
2016-04-13,2016-04-14,long,SPY,177.38,177.39,4.8e-05,daily_rebalance,
2016-04-14,2016-04-15,long,SPY,177.39,177.19,-0.000958,daily_rebalance,
2016-04-15,2016-04-18,long,SPY,177.19,178.44,0.005996,daily_rebalance,
2016-04-18,2016-04-19,long,SPY,178.44,179.0,0.002668,daily_rebalance,
2016-04-19,2016-04-20,long,SPY,179.0,179.17,0.000807,daily_rebalance,
2016-04-20,2016-04-21,long,SPY,179.17,178.21,-0.004554,daily_rebalance,
2016-04-21,2016-04-22,long,SPY,178.21,178.21,0.0,daily_rebalance,
2016-04-22,2016-04-25,long,SPY,178.21,177.9,-0.001479,daily_rebalance,
2016-04-25,2016-04-26,long,SPY,177.9,178.16,0.001242,daily_rebalance,
2016-04-26,2016-04-27,long,SPY,178.16,178.53,0.001765,daily_rebalance,
2016-04-27,2016-04-28,long,SPY,178.53,176.91,-0.007713,daily_rebalance,
2016-04-28,2016-04-29,long,SPY,176.91,175.96,-0.004564,daily_rebalance,
2016-04-29,2016-05-02,long,SPY,175.96,177.35,0.006715,daily_rebalance,
2016-05-02,2016-05-03,long,SPY,177.35,175.81,-0.007381,daily_rebalance,
2016-05-03,2016-05-04,long,SPY,175.81,174.83,-0.004738,daily_rebalance,
2016-05-04,2016-05-05,long,SPY,174.83,174.8,-0.000146,daily_rebalance,
2016-05-05,2016-05-06,long,SPY,174.8,175.44,0.003112,daily_rebalance,
2016-05-06,2016-05-09,long,SPY,175.44,175.58,0.000678,daily_rebalance,
2016-05-09,2016-05-10,long,SPY,175.58,177.76,0.010554,daily_rebalance,
2016-05-10,2016-05-11,long,SPY,177.76,176.1,-0.007938,daily_rebalance,
2016-05-11,2016-05-12,long,SPY,176.1,176.15,0.000241,daily_rebalance,
2016-05-12,2016-05-13,long,SPY,176.15,174.62,-0.007383,daily_rebalance,
2016-05-13,2016-05-16,long,SPY,174.62,176.34,0.008372,daily_rebalance,
2016-05-16,2016-05-17,long,SPY,176.34,174.69,-0.007953,daily_rebalance,
2016-05-17,2016-05-18,long,SPY,174.69,174.74,0.000243,daily_rebalance,
2016-05-18,2016-05-19,long,SPY,174.74,174.14,-0.002919,daily_rebalance,
2016-05-19,2016-05-20,long,SPY,174.14,175.24,0.005369,daily_rebalance,
2016-05-20,2016-05-23,long,SPY,175.24,175.0,-0.001164,daily_rebalance,
2016-05-23,2016-05-24,long,SPY,175.0,177.27,0.011026,daily_rebalance,
2016-05-24,2016-05-25,long,SPY,177.27,178.47,0.005754,daily_rebalance,
2016-05-25,2016-05-26,long,SPY,178.47,178.52,0.000238,daily_rebalance,
2016-05-26,2016-05-27,long,SPY,178.52,179.29,0.003666,daily_rebalance,
2016-05-27,2016-05-31,long,SPY,179.29,178.95,-0.001612,daily_rebalance,
2016-05-31,2016-06-01,long,SPY,178.95,179.32,0.001757,daily_rebalance,
2016-06-01,2016-06-02,long,SPY,179.32,179.86,0.00256,daily_rebalance,
2016-06-02,2016-06-03,long,SPY,179.86,179.32,-0.002552,daily_rebalance,
2016-06-03,2016-06-06,long,SPY,179.32,180.24,0.004361,daily_rebalance,
2016-06-06,2016-06-07,long,SPY,180.24,180.52,0.00132,daily_rebalance,
2016-06-07,2016-06-08,long,SPY,180.52,181.11,0.002778,daily_rebalance,
2016-06-08,2016-06-09,long,SPY,181.11,180.86,-0.001173,daily_rebalance,
2016-06-09,2016-06-10,long,SPY,180.86,179.14,-0.008084,daily_rebalance,
2016-06-10,2016-06-13,long,SPY,179.14,177.76,-0.006548,daily_rebalance,
2016-06-13,2016-06-14,long,SPY,177.76,177.41,-0.001674,daily_rebalance,
2016-06-14,2016-06-15,long,SPY,177.41,177.17,-0.00115,daily_rebalance,
2016-06-15,2016-06-16,long,SPY,177.17,177.7,0.002543,daily_rebalance,
2016-06-16,2016-06-17,long,SPY,177.7,177.04,-0.003157,daily_rebalance,
2016-06-17,2016-06-20,long,SPY,177.04,178.18,0.005473,daily_rebalance,
2016-06-20,2016-06-21,long,SPY,178.18,178.68,0.002385,daily_rebalance,
2016-06-21,2016-06-22,long,SPY,178.68,178.39,-0.00138,daily_rebalance,
2016-06-22,2016-06-23,long,SPY,178.39,180.71,0.011054,daily_rebalance,
2016-06-23,2016-06-24,long,SPY,180.71,174.23,-0.03048,daily_rebalance,
2016-06-24,2016-06-27,long,SPY,174.23,171.11,-0.015221,daily_rebalance,
2016-06-27,2016-06-28,long,SPY,171.11,174.19,0.0153,daily_rebalance,
2016-06-28,2016-06-29,long,SPY,174.19,177.16,0.014493,daily_rebalance,
2016-06-29,2016-06-30,long,SPY,177.16,179.57,0.011563,daily_rebalance,
2016-06-30,2016-07-01,long,SPY,179.57,179.95,0.001799,daily_rebalance,
2016-07-01,2016-07-05,long,SPY,179.95,178.66,-0.006093,daily_rebalance,
2016-07-05,2016-07-06,long,SPY,178.66,179.73,0.005091,daily_rebalance,
2016-07-06,2016-07-07,long,SPY,179.73,179.61,-0.000568,daily_rebalance,
2016-07-07,2016-07-08,long,SPY,179.61,182.29,0.012683,daily_rebalance,
2016-07-08,2016-07-11,long,SPY,182.29,182.94,0.003031,daily_rebalance,
2016-07-11,2016-07-12,long,SPY,182.94,184.26,0.006133,daily_rebalance,
2016-07-12,2016-07-13,long,SPY,184.26,184.24,-9.2e-05,daily_rebalance,
2016-07-13,2016-07-14,long,SPY,184.24,185.27,0.004752,daily_rebalance,
2016-07-14,2016-07-15,long,SPY,185.27,185.02,-0.001147,daily_rebalance,
2016-07-15,2016-07-18,long,SPY,185.02,185.51,0.002251,daily_rebalance,
2016-07-18,2016-07-19,long,SPY,185.51,185.33,-0.000825,daily_rebalance,
2016-07-19,2016-07-20,long,SPY,185.33,186.09,0.003486,daily_rebalance,
2016-07-20,2016-07-21,long,SPY,186.09,185.39,-0.003197,daily_rebalance,
2016-07-21,2016-07-22,long,SPY,185.39,186.23,0.003851,daily_rebalance,
2016-07-22,2016-07-25,long,SPY,186.23,185.72,-0.002328,daily_rebalance,
2016-07-25,2016-07-26,long,SPY,185.72,185.81,0.000412,daily_rebalance,
2016-07-26,2016-07-27,long,SPY,185.81,185.61,-0.000915,daily_rebalance,
2016-07-27,2016-07-28,long,SPY,185.61,185.82,0.000962,daily_rebalance,
2016-07-28,2016-07-29,long,SPY,185.82,186.12,0.001372,daily_rebalance,
2016-07-29,2016-08-01,long,SPY,186.12,185.97,-0.000685,daily_rebalance,
2016-08-01,2016-08-02,long,SPY,185.97,184.78,-0.005439,daily_rebalance,
2016-08-02,2016-08-03,long,SPY,184.78,185.32,0.002484,daily_rebalance,
2016-08-03,2016-08-04,long,SPY,185.32,185.52,0.000917,daily_rebalance,
2016-08-04,2016-08-05,long,SPY,185.52,187.03,0.006918,daily_rebalance,
2016-08-05,2016-08-08,long,SPY,187.03,186.92,-0.0005,daily_rebalance,
2016-08-08,2016-08-09,long,SPY,186.92,187.03,0.0005,daily_rebalance,
2016-08-09,2016-08-10,long,SPY,187.03,186.57,-0.002091,daily_rebalance,
2016-08-10,2016-08-11,long,SPY,186.57,187.44,0.003964,daily_rebalance,
2016-08-11,2016-08-12,long,SPY,187.44,187.27,-0.000771,daily_rebalance,
2016-08-12,2016-08-15,long,SPY,187.27,187.81,0.002451,daily_rebalance,
2016-08-15,2016-08-16,long,SPY,187.81,186.84,-0.00439,daily_rebalance,
2016-08-16,2016-08-17,long,SPY,186.84,187.2,0.001638,daily_rebalance,
2016-08-17,2016-08-18,long,SPY,187.2,187.62,0.001907,daily_rebalance,
2016-08-18,2016-08-19,long,SPY,187.62,187.34,-0.001269,daily_rebalance,
2016-08-19,2016-08-22,long,SPY,187.34,187.33,-4.5e-05,daily_rebalance,
2016-08-22,2016-08-23,long,SPY,187.33,187.71,0.001724,daily_rebalance,
2016-08-23,2016-08-24,long,SPY,187.71,186.75,-0.004347,daily_rebalance,
2016-08-24,2016-08-25,long,SPY,186.75,186.62,-0.000592,daily_rebalance,
2016-08-25,2016-08-26,long,SPY,186.62,186.27,-0.001594,daily_rebalance,
2016-08-26,2016-08-29,long,SPY,186.27,187.19,0.004198,daily_rebalance,
2016-08-29,2016-08-30,long,SPY,187.19,186.88,-0.001408,daily_rebalance,
2016-08-30,2016-08-31,long,SPY,186.88,186.35,-0.002411,daily_rebalance,
2016-08-31,2016-09-01,long,SPY,186.35,186.36,4.6e-05,daily_rebalance,
2016-09-01,2016-09-02,long,SPY,186.36,187.2,0.003831,daily_rebalance,
2016-09-02,2016-09-06,long,SPY,187.2,187.76,0.002543,daily_rebalance,
2016-09-06,2016-09-07,long,SPY,187.76,187.74,-9.1e-05,daily_rebalance,
2016-09-07,2016-09-08,long,SPY,187.74,187.32,-0.001902,daily_rebalance,
2016-09-08,2016-09-09,long,SPY,187.32,182.83,-0.020374,daily_rebalance,
2016-09-09,2016-09-12,long,SPY,182.83,185.46,0.012227,daily_rebalance,
2016-09-12,2016-09-13,long,SPY,185.46,182.79,-0.012237,daily_rebalance,
2016-09-13,2016-09-14,long,SPY,182.79,182.7,-0.000419,daily_rebalance,
2016-09-14,2016-09-15,long,SPY,182.7,184.54,0.00856,daily_rebalance,
2016-09-15,2016-09-16,long,SPY,184.54,183.83,-0.00327,daily_rebalance,
2016-09-16,2016-09-19,long,SPY,183.83,183.86,0.000139,daily_rebalance,
2016-09-19,2016-09-20,long,SPY,183.86,183.91,0.000231,daily_rebalance,
2016-09-20,2016-09-21,long,SPY,183.91,185.91,0.009244,daily_rebalance,
2016-09-21,2016-09-22,long,SPY,185.91,187.12,0.005532,daily_rebalance,
2016-09-22,2016-09-23,long,SPY,187.12,186.12,-0.004543,daily_rebalance,
2016-09-23,2016-09-26,long,SPY,186.12,184.55,-0.00717,daily_rebalance,
2016-09-26,2016-09-27,long,SPY,184.55,185.72,0.005389,daily_rebalance,
2016-09-27,2016-09-28,long,SPY,185.72,186.64,0.004211,daily_rebalance,
2016-09-28,2016-09-29,long,SPY,186.64,185.03,-0.007332,daily_rebalance,
2016-09-29,2016-09-30,long,SPY,185.03,186.4,0.006294,daily_rebalance,
2016-09-30,2016-10-03,long,SPY,186.4,185.91,-0.002234,daily_rebalance,
2016-10-03,2016-10-04,long,SPY,185.91,184.94,-0.004435,daily_rebalance,
