date,instrument,score
2002-01-31,TLT_proxy,-0.015568862275449069
2002-02-28,TLT_proxy,-0.01682954833862993
2002-03-31,TLT_proxy,-0.059281437125748515
2002-04-30,TLT_proxy,0.01930261519302623
2002-05-31,TLT_proxy,0.019308616319488214
2002-06-30,TLT_proxy,0.026849813960064806
2002-07-31,TLT_proxy,0.020161979102954364
2002-08-31,TLT_proxy,0.04537418974661156
2002-09-30,TLT_proxy,0.0832587107341598
2002-10-31,TLT_proxy,-0.00028184387792917764
2002-11-30,TLT_proxy,0.04360812425328553
2002-12-31,TLT_proxy,0.11056301264710933
2003-01-31,TLT_proxy,0.09184914841849157
2003-02-28,TLT_proxy,0.11291291291291294
2003-03-31,TLT_proxy,0.14831317632081498
2003-04-30,TLT_proxy,0.11453931245704796
2003-05-31,TLT_proxy,0.1781234300658312
2003-06-30,TLT_proxy,0.14168432893393001
2003-07-31,TLT_proxy,-0.002949852507374562
2003-08-31,TLT_proxy,-0.03128474944070603
2003-09-30,TLT_proxy,-0.01832557194081641
2003-10-31,TLT_proxy,-0.017509169747840225
2003-11-30,TLT_proxy,0.0008591038879151025
2003-12-31,TLT_proxy,-0.029950083194675514
2004-01-31,TLT_proxy,-0.0075204153246867245
2004-02-29,TLT_proxy,-0.016729627630868937
2004-03-31,TLT_proxy,0.011640798226163929
2004-04-30,TLT_proxy,-0.06083855742062361
2004-05-31,TLT_proxy,-0.11566390041493768
2004-06-30,TLT_proxy,-0.09347577875785074
2004-07-31,TLT_proxy,0.02455671863443043
2004-08-31,TLT_proxy,0.04771600769685458
2004-09-30,TLT_proxy,0.0005572580238659697
2004-10-31,TLT_proxy,0.047139959597167325
2004-11-30,TLT_proxy,0.01658563673302993
2004-12-31,TLT_proxy,0.029159519725557415
2005-01-31,TLT_proxy,0.0314341695985112
2005-02-28,TLT_proxy,-0.006860123769381166
2005-03-31,TLT_proxy,-0.02356164383561643
2005-04-30,TLT_proxy,0.07236646522522361
2005-05-31,TLT_proxy,0.10234654222415696
2005-06-30,TLT_proxy,0.11633372502937722
2005-07-31,TLT_proxy,0.06554957522160709
2005-08-31,TLT_proxy,0.05192952020796615
2005-09-30,TLT_proxy,0.01949316811096624
2005-10-31,TLT_proxy,-0.016469934628915328
2005-11-30,TLT_proxy,0.01068916504427131
2005-12-31,TLT_proxy,0.014999999999999902
2006-01-31,TLT_proxy,-0.01741542291746645
2006-02-28,TLT_proxy,-4.7222535703994595e-07
2006-03-31,TLT_proxy,-0.019921436588103192
2006-04-30,TLT_proxy,-0.06966029658122896
2006-05-31,TLT_proxy,-0.0941743942649127
2006-06-30,TLT_proxy,-0.10184210526315796
2006-07-31,TLT_proxy,-0.060975609756097615
2006-08-31,TLT_proxy,-0.06494192185850056
2006-09-30,TLT_proxy,-0.0174820210619705
2006-10-31,TLT_proxy,0.006139626157716904
2006-11-30,TLT_proxy,0.018646885373890587
2006-12-31,TLT_proxy,-0.024083196496989534
2007-01-31,TLT_proxy,-0.02409304901689302
2007-02-28,TLT_proxy,-0.000828958275766789
2007-03-31,TLT_proxy,0.019181219582021125
2007-04-30,TLT_proxy,0.045919859608072544
2007-05-31,TLT_proxy,0.025844346549192432
2007-06-30,TLT_proxy,0.010254907705830707
2007-07-31,TLT_proxy,0.01645021645021627
2007-08-31,TLT_proxy,0.00988142292490135
2007-09-30,TLT_proxy,-0.009452321378926931
2007-10-31,TLT_proxy,-0.0005547850208044158
2007-11-30,TLT_proxy,0.024590163934426146
2007-12-31,TLT_proxy,0.04430734716769491
2008-01-31,TLT_proxy,0.08342792281498324
2008-02-29,TLT_proxy,0.05918141592920345
2008-03-31,TLT_proxy,0.06783714723051237
2008-04-30,TLT_proxy,0.04600118684021948
2008-05-31,TLT_proxy,0.0486687661036358
2008-06-30,TLT_proxy,0.07279582366589343
2008-07-31,TLT_proxy,0.04940374787052826
2008-08-31,TLT_proxy,0.057310595471065096
2008-09-30,TLT_proxy,0.052343599253613426
2008-10-31,TLT_proxy,0.004718290313627582
2008-11-30,TLT_proxy,0.09706666666666686
2008-12-31,TLT_proxy,0.1862244897959182
2009-01-31,TLT_proxy,0.06194348982205988
2009-02-28,TLT_proxy,0.0411227791489881
2009-03-31,TLT_proxy,0.09180579598733418
2009-04-30,TLT_proxy,0.0485228563061022
2009-05-31,TLT_proxy,0.04040404040404044
2009-06-30,TLT_proxy,0.023925451241044504
2009-07-31,TLT_proxy,0.030303030303030276
2009-08-31,TLT_proxy,0.023268112109994687
2009-09-30,TLT_proxy,0.03587138207806739
2009-10-31,TLT_proxy,0.0621546961325965
2009-11-30,TLT_proxy,-0.040593096742829515
2009-12-31,TLT_proxy,-0.16423316355404638
2010-01-31,TLT_proxy,-0.06227653938497746
2010-02-28,TLT_proxy,-0.043511030349295154
2010-03-31,TLT_proxy,-0.10468618238766403
2010-04-30,TLT_proxy,-0.02855685874553804
2010-05-31,TLT_proxy,0.034636578325898615
2010-06-30,TLT_proxy,0.07722765333464499
2010-07-31,TLT_proxy,0.08167016806722693
2010-08-31,TLT_proxy,0.12816537467700262
2010-09-30,TLT_proxy,0.10169927909371768
2010-10-31,TLT_proxy,0.08972691807542277
2010-11-30,TLT_proxy,0.04357740055738546
2010-12-31,TLT_proxy,0.058504875406283796
2011-01-31,TLT_proxy,0.015255128879537061
2011-02-28,TLT_proxy,0.023072889355007842
2011-03-31,TLT_proxy,0.03498385360602785
2011-04-30,TLT_proxy,0.027821522309711355
2011-05-31,TLT_proxy,0.023839715952320706
2011-06-30,TLT_proxy,-0.03504901960784301
2011-07-31,TLT_proxy,-0.004612770089827634
2011-08-31,TLT_proxy,0.006413192853870875
2011-09-30,TLT_proxy,0.06660434681000238
2011-10-31,TLT_proxy,0.06181384248210042
2011-11-30,TLT_proxy,0.10026705511046363
2011-12-31,TLT_proxy,0.1857727737973387
2012-01-31,TLT_proxy,0.20569948186528508
2012-02-29,TLT_proxy,0.173500768836494
2012-03-31,TLT_proxy,0.14612584503380144
2012-04-30,TLT_proxy,0.16751787538304375
2012-05-31,TLT_proxy,0.19123111221203848
2012-06-30,TLT_proxy,0.2026924053848107
2012-07-31,TLT_proxy,0.17878048780487799
2012-08-31,TLT_proxy,0.09604005461993625
2012-09-30,TLT_proxy,0.0473269062226116
2012-10-31,TLT_proxy,0.07394920206788047
2012-11-30,TLT_proxy,0.06906443071491619
2012-12-31,TLT_proxy,0.01855848079413036
2013-01-31,TLT_proxy,-0.013536742587021977
2013-02-28,TLT_proxy,0.015287180607119533
2013-03-31,TLT_proxy,0.04877495462794923
2013-04-30,TLT_proxy,0.03849518810148744
2013-05-31,TLT_proxy,-0.061343314618423794
2013-06-30,TLT_proxy,-0.0819429778247096
2013-07-31,TLT_proxy,-0.11235257603972693
2013-08-31,TLT_proxy,-0.11399501661129574
2013-09-30,TLT_proxy,-0.1071129707112971
2013-10-31,TLT_proxy,-0.09711176224361662
2013-11-30,TLT_proxy,-0.12672858617131055
2013-12-31,TLT_proxy,-0.1300847457627119
2014-01-31,TLT_proxy,-0.06883032019167934
2014-02-28,TLT_proxy,-0.07356420735642077
2014-03-31,TLT_proxy,-0.07787151200519149
2014-04-30,TLT_proxy,-0.09056444818871101
2014-05-31,TLT_proxy,-0.01993797075764292
2014-06-30,TLT_proxy,0.009891879457096797
2014-07-31,TLT_proxy,0.024941724941724974
2014-08-31,TLT_proxy,0.061401453011483476
2014-09-30,TLT_proxy,0.033973758200562365
2014-10-31,TLT_proxy,0.04659248956884565
2014-11-30,TLT_proxy,0.08957693216733631
2014-12-31,TLT_proxy,0.12664393570384802
2015-01-31,TLT_proxy,0.13239766081871363
2015-02-28,TLT_proxy,0.09240770838170409
2015-03-31,TLT_proxy,0.23011963406052094
2015-04-30,TLT_proxy,0.18272348309402497
2015-05-31,TLT_proxy,0.1369801084990958
2015-06-30,TLT_proxy,0.09954441913439638
2015-07-31,TLT_proxy,0.1348646804639526
2015-08-31,TLT_proxy,0.10311327003753568
2015-09-30,TLT_proxy,0.14094720145026063
2015-10-31,TLT_proxy,0.10874861572535988
2015-11-30,TLT_proxy,0.07874186550976137
2015-12-31,TLT_proxy,0.06355382619974059
2016-01-31,TLT_proxy,0.06529683042147783
2016-02-29,TLT_proxy,0.1299139679281056
2016-03-31,TLT_proxy,0.012854005276836444
2016-04-30,TLT_proxy,0.03233957980669255
2016-05-31,TLT_proxy,0.056586934517906196
2016-06-30,TLT_proxy,0.1774306081672734
2016-07-31,TLT_proxy,0.16288877613165353
2016-08-31,TLT_proxy,0.147609815532461
2016-09-30,TLT_proxy,0.12152881962640061
2016-10-31,TLT_proxy,0.07862172867152362
2016-11-30,TLT_proxy,-0.0033058639041823046
2016-12-31,TLT_proxy,0.0026226641897060254
2017-01-31,TLT_proxy,-0.035758965804837395
2017-02-28,TLT_proxy,-0.04975728155339809
2017-03-31,TLT_proxy,-0.05526875189796543
2017-04-30,TLT_proxy,-0.033040995308994625
2017-05-31,TLT_proxy,-0.02266059686393518
2017-06-30,TLT_proxy,-0.07889509034150022
2017-07-31,TLT_proxy,-0.10377096266098396
2017-08-31,TLT_proxy,-0.061984246061515424
2017-09-30,TLT_proxy,-0.06969437303627546
2017-10-31,TLT_proxy,-0.02748182813900235
2017-11-30,TLT_proxy,0.067360885128539
2017-12-31,TLT_proxy,0.09188010899182575
2018-01-31,TLT_proxy,0.04811330954697812
2018-02-28,TLT_proxy,0.00010642826734796884
2018-03-31,TLT_proxy,0.03567984570877525
2018-04-30,TLT_proxy,-0.0018983336848765742
2018-05-31,TLT_proxy,-0.0007245626746712475
2018-06-30,TLT_proxy,-0.0021567217828900587
2018-07-31,TLT_proxy,-0.010027912746821022
2018-08-31,TLT_proxy,-0.03019094271718481
2018-09-30,TLT_proxy,-0.03551325350527068
2018-10-31,TLT_proxy,-0.06337667656393975
2018-11-30,TLT_proxy,-0.05376016260162608
2018-12-31,TLT_proxy,-0.016170892393691405
2019-01-31,TLT_proxy,0.0206313183412421
2019-02-28,TLT_proxy,0.03831009896775561
2019-03-31,TLT_proxy,0.06569418580591768
2019-04-30,TLT_proxy,0.06677937447168203
2019-05-31,TLT_proxy,0.11725709550445407
2019-06-30,TLT_proxy,0.12072869493618787
2019-07-31,TLT_proxy,0.1400375939849623
2019-08-31,TLT_proxy,0.24966498299144413
2019-09-30,TLT_proxy,0.2519100169779287
2019-10-31,TLT_proxy,0.275360734586795
2019-11-30,TLT_proxy,0.24787885296960588
2019-12-31,TLT_proxy,0.14123376623376616
2020-01-31,TLT_proxy,0.22427733980190023
2020-02-29,TLT_proxy,0.32366506098185943
2020-03-31,TLT_proxy,0.33375400446558556
2020-04-30,TLT_proxy,0.3774762282091917
2020-05-31,TLT_proxy,0.2666419432597813
2020-06-30,TLT_proxy,0.2588851134172101
2020-07-31,TLT_proxy,0.3112576715214803
2020-08-31,TLT_proxy,0.12125711457560007
2020-09-30,TLT_proxy,0.161044244787252
2020-10-31,TLT_proxy,0.1343104482729065
2020-11-30,TLT_proxy,0.15801704105344716
2020-12-31,TLT_proxy,0.181543385490754
2021-01-31,TLT_proxy,0.05729381656071997
2021-02-28,TLT_proxy,-0.06519550909794813
2021-03-31,TLT_proxy,-0.16740665259480303
2021-04-30,TLT_proxy,-0.15689940317825546
2021-05-31,TLT_proxy,-0.1417801200409896
2021-06-30,TLT_proxy,-0.10687189962065946
2021-07-31,TLT_proxy,-0.112958435207824
2021-08-31,TLT_proxy,-0.06900610608401392
2021-09-30,TLT_proxy,-0.10300773835596433
2021-10-31,TLT_proxy,-0.04866253589239833
2021-11-30,TLT_proxy,-0.0383500557413603
2021-12-31,TLT_proxy,-0.04604966139954858
2022-01-31,TLT_proxy,-0.04880143671429682
2022-02-28,TLT_proxy,-0.007454650873850777
2022-03-31,TLT_proxy,-0.009441384736427971
2022-04-30,TLT_proxy,-0.12469083155650329
2022-05-31,TLT_proxy,-0.14439232409381664
2022-06-30,TLT_proxy,-0.1910479457649269
2022-07-31,TLT_proxy,-0.2010552842967397
2022-08-31,TLT_proxy,-0.23484788621098385
2022-09-30,TLT_proxy,-0.27687800113941574
2022-10-31,TLT_proxy,-0.3363780778395552
2022-11-30,TLT_proxy,-0.30806090115155726
2022-12-31,TLT_proxy,-0.31235210601041163
2023-01-31,TLT_proxy,-0.22960105073058612
2023-02-28,TLT_proxy,-0.2547776016022699
2023-03-31,TLT_proxy,-0.17377107051451768
2023-04-30,TLT_proxy,-0.08477053493130648
2023-05-31,TLT_proxy,-0.09190590111642738
2023-06-30,TLT_proxy,-0.07815024232633283
2023-07-31,TLT_proxy,-0.12291769344504677
2023-08-31,TLT_proxy,-0.10998657440875748
2023-09-30,TLT_proxy,-0.10714687675858181
2023-10-31,TLT_proxy,-0.10245362058647522
2023-11-30,TLT_proxy,-0.07919133251424104
2023-12-31,TLT_proxy,0.02775866024317497
2024-01-31,TLT_proxy,-0.06680873734683002
2024-02-29,TLT_proxy,-0.04132138857782752
2024-03-31,TLT_proxy,-0.07840205084383678
2024-04-30,TLT_proxy,-0.14074310656872147
2024-05-31,TLT_proxy,-0.0884742041712403
2024-06-30,TLT_proxy,-0.07393209200438111
2024-07-31,TLT_proxy,-0.015284333558102992
2024-08-31,TLT_proxy,0.038175910884195696
2024-09-30,TLT_proxy,0.15038446993571175
2024-10-31,TLT_proxy,0.15055340712094956
2024-11-30,TLT_proxy,0.0674429888403687
2024-12-31,TLT_proxy,-0.08058035714285716
2025-01-31,TLT_proxy,-0.054692852249371926
2025-02-28,TLT_proxy,0.022076860179885527
2025-03-31,TLT_proxy,0.0019703291608716977
2025-04-30,TLT_proxy,0.056498575145582874
2025-05-31,TLT_proxy,0.026854527938342754
2025-06-30,TLT_proxy,0.00851567120047303
2025-07-31,TLT_proxy,-0.026820360648253883
2025-08-31,TLT_proxy,-0.04694310942215274
2025-09-30,TLT_proxy,-0.06563664255971957
2025-10-31,TLT_proxy,-0.011706073249884152
2025-11-30,TLT_proxy,-0.03102272727272737
2025-12-31,TLT_proxy,0.03508133042000483
2026-01-31,TLT_proxy,0.02995530861215112
2002-01-31,IEF_proxy,0.009040286566454947
2002-02-28,IEF_proxy,0.0012523819736733888
2002-03-31,IEF_proxy,-0.03931963684867423
2002-04-30,IEF_proxy,0.015596220188154986
2002-05-31,IEF_proxy,0.025018104663181884
2002-06-30,IEF_proxy,0.04005993100493144
2002-07-31,IEF_proxy,0.04051588975000375
2002-08-31,IEF_proxy,0.048729873048324324
2002-09-30,IEF_proxy,0.07105750475730455
2002-10-31,IEF_proxy,0.022706094512207953
2002-11-30,IEF_proxy,0.036949775235938453
2002-12-31,IEF_proxy,0.09124018912878662
2003-01-31,IEF_proxy,0.07782499445204105
2003-02-28,IEF_proxy,0.0868472277660195
2003-03-31,IEF_proxy,0.12254752621985676
2003-04-30,IEF_proxy,0.09384297179675083
2003-05-31,IEF_proxy,0.13136347133471626
2003-06-30,IEF_proxy,0.09822143597778044
2003-07-31,IEF_proxy,-0.006448711691837805
2003-08-31,IEF_proxy,-0.02884871284592716
2003-09-30,IEF_proxy,-0.02975938689303015
2003-10-31,IEF_proxy,-0.03422735241818231
2003-11-30,IEF_proxy,-0.013253795023273174
2003-12-31,IEF_proxy,-0.03711680043433341
2004-01-31,IEF_proxy,-0.016947642192374768
2004-02-29,IEF_proxy,-0.02597484635312919
2004-03-31,IEF_proxy,-0.005766146959074847
2004-04-30,IEF_proxy,-0.05286378681137438
2004-05-31,IEF_proxy,-0.09809806525761611
2004-06-30,IEF_proxy,-0.08328953829872476
2004-07-31,IEF_proxy,-0.002773336911021329
2004-08-31,IEF_proxy,0.021348293167990695
2004-09-30,IEF_proxy,-0.015817562429768728
2004-10-31,IEF_proxy,0.01863440583193965
